diagnosis_id,icd10_code,icd10_description,category,severity_level
1809,E78.5.1809,"Hyperlipidemia, unspecified (Variant #1809)",Endocrine,Mild
1810,R07.9.1810,"Chest pain, unspecified (Variant #1810)",Cardiovascular,Severe
1811,R07.9.1811,"Chest pain, unspecified (Variant #1811)",Cardiovascular,Severe
1812,K21.9.1812,Gastro-esophageal reflux disease without esophagitis (Variant #1812),Gastrointestinal,Mild
1813,G40.909.1813,"Epilepsy, unspecified, not intractable (Variant #1813)",Neurology,Severe
1814,J06.9.1814,"Acute upper respiratory infection, unspecified (Variant #1814)",Respiratory,Mild
1815,M17.11.1815,"Unspecified primary osteoarthritis, right knee (Variant #1815)",Musculoskeletal,Moderate
1816,M17.11.1816,"Unspecified primary osteoarthritis, right knee (Variant #1816)",Musculoskeletal,Moderate
1817,K21.9.1817,Gastro-esophageal reflux disease without esophagitis (Variant #1817),Gastrointestinal,Mild
1818,J06.9.1818,"Acute upper respiratory infection, unspecified (Variant #1818)",Respiratory,Mild
1819,J45.909.1819,"Unspecified asthma, uncomplicated (Variant #1819)",Respiratory,Moderate
1820,E11.9.1820,Type 2 diabetes mellitus without complications (Variant #1820),Endocrine,Moderate
1821,R07.9.1821,"Chest pain, unspecified (Variant #1821)",Cardiovascular,Severe
1822,E11.9.1822,Type 2 diabetes mellitus without complications (Variant #1822),Endocrine,Moderate
1823,F41.1.1823,Generalized anxiety disorder (Variant #1823),Mental Health,Moderate
1824,J06.9.1824,"Acute upper respiratory infection, unspecified (Variant #1824)",Respiratory,Mild
1825,M17.11.1825,"Unspecified primary osteoarthritis, right knee (Variant #1825)",Musculoskeletal,Moderate
1826,J18.9.1826,"Pneumonia, unspecified organism (Variant #1826)",Respiratory,Severe
1827,E78.5.1827,"Hyperlipidemia, unspecified (Variant #1827)",Endocrine,Mild
1828,C34.90.1828,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1828),Oncology,Critical
1829,C34.90.1829,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1829),Oncology,Critical
1830,G40.909.1830,"Epilepsy, unspecified, not intractable (Variant #1830)",Neurology,Severe
1831,C34.90.1831,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1831),Oncology,Critical
1832,J45.909.1832,"Unspecified asthma, uncomplicated (Variant #1832)",Respiratory,Moderate
1833,N39.0.1833,"Urinary tract infection, site not specified (Variant #1833)",Urological,Moderate
1834,C34.90.1834,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1834),Oncology,Critical
1835,E78.5.1835,"Hyperlipidemia, unspecified (Variant #1835)",Endocrine,Mild
1836,R07.9.1836,"Chest pain, unspecified (Variant #1836)",Cardiovascular,Severe
1837,F41.1.1837,Generalized anxiety disorder (Variant #1837),Mental Health,Moderate
1838,G40.909.1838,"Epilepsy, unspecified, not intractable (Variant #1838)",Neurology,Severe
1839,J06.9.1839,"Acute upper respiratory infection, unspecified (Variant #1839)",Respiratory,Mild
1840,J18.9.1840,"Pneumonia, unspecified organism (Variant #1840)",Respiratory,Severe
1841,N39.0.1841,"Urinary tract infection, site not specified (Variant #1841)",Urological,Moderate
1842,I25.10.1842,Atherosclerotic heart disease of native coronary artery (Variant #1842),Cardiovascular,Severe
1843,E11.9.1843,Type 2 diabetes mellitus without complications (Variant #1843),Endocrine,Moderate
1844,E11.9.1844,Type 2 diabetes mellitus without complications (Variant #1844),Endocrine,Moderate
1845,I25.10.1845,Atherosclerotic heart disease of native coronary artery (Variant #1845),Cardiovascular,Severe
1846,J18.9.1846,"Pneumonia, unspecified organism (Variant #1846)",Respiratory,Severe
1847,M54.5.1847,"Low back pain, unspecified (Variant #1847)",Musculoskeletal,Mild
1848,K21.9.1848,Gastro-esophageal reflux disease without esophagitis (Variant #1848),Gastrointestinal,Mild
1849,M17.11.1849,"Unspecified primary osteoarthritis, right knee (Variant #1849)",Musculoskeletal,Moderate
1850,K21.9.1850,Gastro-esophageal reflux disease without esophagitis (Variant #1850),Gastrointestinal,Mild
1851,J45.909.1851,"Unspecified asthma, uncomplicated (Variant #1851)",Respiratory,Moderate
1852,E11.9.1852,Type 2 diabetes mellitus without complications (Variant #1852),Endocrine,Moderate
1853,K21.9.1853,Gastro-esophageal reflux disease without esophagitis (Variant #1853),Gastrointestinal,Mild
1854,R07.9.1854,"Chest pain, unspecified (Variant #1854)",Cardiovascular,Severe
1855,J45.909.1855,"Unspecified asthma, uncomplicated (Variant #1855)",Respiratory,Moderate
1856,K21.9.1856,Gastro-esophageal reflux disease without esophagitis (Variant #1856),Gastrointestinal,Mild
1857,E78.5.1857,"Hyperlipidemia, unspecified (Variant #1857)",Endocrine,Mild
1858,E78.5.1858,"Hyperlipidemia, unspecified (Variant #1858)",Endocrine,Mild
1859,E11.9.1859,Type 2 diabetes mellitus without complications (Variant #1859),Endocrine,Moderate
1860,G40.909.1860,"Epilepsy, unspecified, not intractable (Variant #1860)",Neurology,Severe
1861,I10.1861,Essential (primary) hypertension (Variant #1861),Cardiovascular,Mild
1862,R07.9.1862,"Chest pain, unspecified (Variant #1862)",Cardiovascular,Severe
1863,J45.909.1863,"Unspecified asthma, uncomplicated (Variant #1863)",Respiratory,Moderate
1864,I25.10.1864,Atherosclerotic heart disease of native coronary artery (Variant #1864),Cardiovascular,Severe
1865,C34.90.1865,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1865),Oncology,Critical
1866,G40.909.1866,"Epilepsy, unspecified, not intractable (Variant #1866)",Neurology,Severe
1867,M17.11.1867,"Unspecified primary osteoarthritis, right knee (Variant #1867)",Musculoskeletal,Moderate
1868,M17.11.1868,"Unspecified primary osteoarthritis, right knee (Variant #1868)",Musculoskeletal,Moderate
1869,E11.9.1869,Type 2 diabetes mellitus without complications (Variant #1869),Endocrine,Moderate
1870,E78.5.1870,"Hyperlipidemia, unspecified (Variant #1870)",Endocrine,Mild
1871,J18.9.1871,"Pneumonia, unspecified organism (Variant #1871)",Respiratory,Severe
1872,G40.909.1872,"Epilepsy, unspecified, not intractable (Variant #1872)",Neurology,Severe
1873,R07.9.1873,"Chest pain, unspecified (Variant #1873)",Cardiovascular,Severe
1874,E78.5.1874,"Hyperlipidemia, unspecified (Variant #1874)",Endocrine,Mild
1875,I10.1875,Essential (primary) hypertension (Variant #1875),Cardiovascular,Mild
1876,N39.0.1876,"Urinary tract infection, site not specified (Variant #1876)",Urological,Moderate
1877,I10.1877,Essential (primary) hypertension (Variant #1877),Cardiovascular,Mild
1878,C34.90.1878,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1878),Oncology,Critical
1879,J45.909.1879,"Unspecified asthma, uncomplicated (Variant #1879)",Respiratory,Moderate
1880,G40.909.1880,"Epilepsy, unspecified, not intractable (Variant #1880)",Neurology,Severe
1881,J18.9.1881,"Pneumonia, unspecified organism (Variant #1881)",Respiratory,Severe
1882,E78.5.1882,"Hyperlipidemia, unspecified (Variant #1882)",Endocrine,Mild
1883,E11.9.1883,Type 2 diabetes mellitus without complications (Variant #1883),Endocrine,Moderate
1884,E78.5.1884,"Hyperlipidemia, unspecified (Variant #1884)",Endocrine,Mild
1885,J06.9.1885,"Acute upper respiratory infection, unspecified (Variant #1885)",Respiratory,Mild
1886,C34.90.1886,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1886),Oncology,Critical
1887,C34.90.1887,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1887),Oncology,Critical
1888,M17.11.1888,"Unspecified primary osteoarthritis, right knee (Variant #1888)",Musculoskeletal,Moderate
1889,G40.909.1889,"Epilepsy, unspecified, not intractable (Variant #1889)",Neurology,Severe
1890,I25.10.1890,Atherosclerotic heart disease of native coronary artery (Variant #1890),Cardiovascular,Severe
1891,I25.10.1891,Atherosclerotic heart disease of native coronary artery (Variant #1891),Cardiovascular,Severe
1892,K21.9.1892,Gastro-esophageal reflux disease without esophagitis (Variant #1892),Gastrointestinal,Mild
1893,I10.1893,Essential (primary) hypertension (Variant #1893),Cardiovascular,Mild
1894,M54.5.1894,"Low back pain, unspecified (Variant #1894)",Musculoskeletal,Mild
1895,G40.909.1895,"Epilepsy, unspecified, not intractable (Variant #1895)",Neurology,Severe
1896,M54.5.1896,"Low back pain, unspecified (Variant #1896)",Musculoskeletal,Mild
1897,E11.9.1897,Type 2 diabetes mellitus without complications (Variant #1897),Endocrine,Moderate
1898,E11.9.1898,Type 2 diabetes mellitus without complications (Variant #1898),Endocrine,Moderate
1899,M17.11.1899,"Unspecified primary osteoarthritis, right knee (Variant #1899)",Musculoskeletal,Moderate
1900,F41.1.1900,Generalized anxiety disorder (Variant #1900),Mental Health,Moderate
1901,G40.909.1901,"Epilepsy, unspecified, not intractable (Variant #1901)",Neurology,Severe
1902,J06.9.1902,"Acute upper respiratory infection, unspecified (Variant #1902)",Respiratory,Mild
1903,N39.0.1903,"Urinary tract infection, site not specified (Variant #1903)",Urological,Moderate
1904,J06.9.1904,"Acute upper respiratory infection, unspecified (Variant #1904)",Respiratory,Mild
1905,G40.909.1905,"Epilepsy, unspecified, not intractable (Variant #1905)",Neurology,Severe
1906,G40.909.1906,"Epilepsy, unspecified, not intractable (Variant #1906)",Neurology,Severe
1907,K21.9.1907,Gastro-esophageal reflux disease without esophagitis (Variant #1907),Gastrointestinal,Mild
1908,M17.11.1908,"Unspecified primary osteoarthritis, right knee (Variant #1908)",Musculoskeletal,Moderate
1909,R07.9.1909,"Chest pain, unspecified (Variant #1909)",Cardiovascular,Severe
1910,E78.5.1910,"Hyperlipidemia, unspecified (Variant #1910)",Endocrine,Mild
1911,G40.909.1911,"Epilepsy, unspecified, not intractable (Variant #1911)",Neurology,Severe
1912,J06.9.1912,"Acute upper respiratory infection, unspecified (Variant #1912)",Respiratory,Mild
1913,J06.9.1913,"Acute upper respiratory infection, unspecified (Variant #1913)",Respiratory,Mild
1914,G40.909.1914,"Epilepsy, unspecified, not intractable (Variant #1914)",Neurology,Severe
1915,J06.9.1915,"Acute upper respiratory infection, unspecified (Variant #1915)",Respiratory,Mild
1916,M17.11.1916,"Unspecified primary osteoarthritis, right knee (Variant #1916)",Musculoskeletal,Moderate
1917,R07.9.1917,"Chest pain, unspecified (Variant #1917)",Cardiovascular,Severe
1918,F41.1.1918,Generalized anxiety disorder (Variant #1918),Mental Health,Moderate
1919,C34.90.1919,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1919),Oncology,Critical
1920,C34.90.1920,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1920),Oncology,Critical
1921,N39.0.1921,"Urinary tract infection, site not specified (Variant #1921)",Urological,Moderate
1922,J06.9.1922,"Acute upper respiratory infection, unspecified (Variant #1922)",Respiratory,Mild
1923,J18.9.1923,"Pneumonia, unspecified organism (Variant #1923)",Respiratory,Severe
1924,J45.909.1924,"Unspecified asthma, uncomplicated (Variant #1924)",Respiratory,Moderate
1925,E78.5.1925,"Hyperlipidemia, unspecified (Variant #1925)",Endocrine,Mild
1926,N39.0.1926,"Urinary tract infection, site not specified (Variant #1926)",Urological,Moderate
1927,M17.11.1927,"Unspecified primary osteoarthritis, right knee (Variant #1927)",Musculoskeletal,Moderate
1928,E78.5.1928,"Hyperlipidemia, unspecified (Variant #1928)",Endocrine,Mild
1929,M54.5.1929,"Low back pain, unspecified (Variant #1929)",Musculoskeletal,Mild
1930,E78.5.1930,"Hyperlipidemia, unspecified (Variant #1930)",Endocrine,Mild
1931,M54.5.1931,"Low back pain, unspecified (Variant #1931)",Musculoskeletal,Mild
1932,J06.9.1932,"Acute upper respiratory infection, unspecified (Variant #1932)",Respiratory,Mild
1933,K21.9.1933,Gastro-esophageal reflux disease without esophagitis (Variant #1933),Gastrointestinal,Mild
1934,N39.0.1934,"Urinary tract infection, site not specified (Variant #1934)",Urological,Moderate
1935,I10.1935,Essential (primary) hypertension (Variant #1935),Cardiovascular,Mild
1936,N39.0.1936,"Urinary tract infection, site not specified (Variant #1936)",Urological,Moderate
1937,K21.9.1937,Gastro-esophageal reflux disease without esophagitis (Variant #1937),Gastrointestinal,Mild
1938,N39.0.1938,"Urinary tract infection, site not specified (Variant #1938)",Urological,Moderate
1939,J18.9.1939,"Pneumonia, unspecified organism (Variant #1939)",Respiratory,Severe
1940,M54.5.1940,"Low back pain, unspecified (Variant #1940)",Musculoskeletal,Mild
1941,M17.11.1941,"Unspecified primary osteoarthritis, right knee (Variant #1941)",Musculoskeletal,Moderate
1942,J45.909.1942,"Unspecified asthma, uncomplicated (Variant #1942)",Respiratory,Moderate
1943,F41.1.1943,Generalized anxiety disorder (Variant #1943),Mental Health,Moderate
1944,F41.1.1944,Generalized anxiety disorder (Variant #1944),Mental Health,Moderate
1945,M54.5.1945,"Low back pain, unspecified (Variant #1945)",Musculoskeletal,Mild
1946,J45.909.1946,"Unspecified asthma, uncomplicated (Variant #1946)",Respiratory,Moderate
1947,N39.0.1947,"Urinary tract infection, site not specified (Variant #1947)",Urological,Moderate
1948,E78.5.1948,"Hyperlipidemia, unspecified (Variant #1948)",Endocrine,Mild
1949,I25.10.1949,Atherosclerotic heart disease of native coronary artery (Variant #1949),Cardiovascular,Severe
1950,E11.9.1950,Type 2 diabetes mellitus without complications (Variant #1950),Endocrine,Moderate
1951,G40.909.1951,"Epilepsy, unspecified, not intractable (Variant #1951)",Neurology,Severe
1952,M17.11.1952,"Unspecified primary osteoarthritis, right knee (Variant #1952)",Musculoskeletal,Moderate
1953,E78.5.1953,"Hyperlipidemia, unspecified (Variant #1953)",Endocrine,Mild
1954,K21.9.1954,Gastro-esophageal reflux disease without esophagitis (Variant #1954),Gastrointestinal,Mild
1955,F41.1.1955,Generalized anxiety disorder (Variant #1955),Mental Health,Moderate
1956,M54.5.1956,"Low back pain, unspecified (Variant #1956)",Musculoskeletal,Mild
1957,R07.9.1957,"Chest pain, unspecified (Variant #1957)",Cardiovascular,Severe
1958,G40.909.1958,"Epilepsy, unspecified, not intractable (Variant #1958)",Neurology,Severe
1959,G40.909.1959,"Epilepsy, unspecified, not intractable (Variant #1959)",Neurology,Severe
1960,E78.5.1960,"Hyperlipidemia, unspecified (Variant #1960)",Endocrine,Mild
1961,I25.10.1961,Atherosclerotic heart disease of native coronary artery (Variant #1961),Cardiovascular,Severe
1962,C34.90.1962,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1962),Oncology,Critical
1963,I25.10.1963,Atherosclerotic heart disease of native coronary artery (Variant #1963),Cardiovascular,Severe
1964,I10.1964,Essential (primary) hypertension (Variant #1964),Cardiovascular,Mild
1965,J18.9.1965,"Pneumonia, unspecified organism (Variant #1965)",Respiratory,Severe
1966,M54.5.1966,"Low back pain, unspecified (Variant #1966)",Musculoskeletal,Mild
1967,K21.9.1967,Gastro-esophageal reflux disease without esophagitis (Variant #1967),Gastrointestinal,Mild
1968,G40.909.1968,"Epilepsy, unspecified, not intractable (Variant #1968)",Neurology,Severe
1969,M17.11.1969,"Unspecified primary osteoarthritis, right knee (Variant #1969)",Musculoskeletal,Moderate
1970,N39.0.1970,"Urinary tract infection, site not specified (Variant #1970)",Urological,Moderate
1971,K21.9.1971,Gastro-esophageal reflux disease without esophagitis (Variant #1971),Gastrointestinal,Mild
1972,F41.1.1972,Generalized anxiety disorder (Variant #1972),Mental Health,Moderate
1973,C34.90.1973,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1973),Oncology,Critical
1974,J45.909.1974,"Unspecified asthma, uncomplicated (Variant #1974)",Respiratory,Moderate
1975,M54.5.1975,"Low back pain, unspecified (Variant #1975)",Musculoskeletal,Mild
1976,J06.9.1976,"Acute upper respiratory infection, unspecified (Variant #1976)",Respiratory,Mild
1977,J45.909.1977,"Unspecified asthma, uncomplicated (Variant #1977)",Respiratory,Moderate
1978,G40.909.1978,"Epilepsy, unspecified, not intractable (Variant #1978)",Neurology,Severe
1979,R07.9.1979,"Chest pain, unspecified (Variant #1979)",Cardiovascular,Severe
1980,N39.0.1980,"Urinary tract infection, site not specified (Variant #1980)",Urological,Moderate
1981,E11.9.1981,Type 2 diabetes mellitus without complications (Variant #1981),Endocrine,Moderate
1982,N39.0.1982,"Urinary tract infection, site not specified (Variant #1982)",Urological,Moderate
1983,N39.0.1983,"Urinary tract infection, site not specified (Variant #1983)",Urological,Moderate
1984,M54.5.1984,"Low back pain, unspecified (Variant #1984)",Musculoskeletal,Mild
1985,G40.909.1985,"Epilepsy, unspecified, not intractable (Variant #1985)",Neurology,Severe
1986,F41.1.1986,Generalized anxiety disorder (Variant #1986),Mental Health,Moderate
1987,I10.1987,Essential (primary) hypertension (Variant #1987),Cardiovascular,Mild
1988,G40.909.1988,"Epilepsy, unspecified, not intractable (Variant #1988)",Neurology,Severe
1989,J06.9.1989,"Acute upper respiratory infection, unspecified (Variant #1989)",Respiratory,Mild
