diagnosis_id,icd10_code,icd10_description,category,severity_level
1814,J06.9.1814,"Acute upper respiratory infection, unspecified (Variant #1814)",Respiratory,Mild
1815,I25.10.1815,Atherosclerotic heart disease of native coronary artery (Variant #1815),Cardiovascular,Severe
1816,E11.9.1816,Type 2 diabetes mellitus without complications (Variant #1816),Endocrine,Moderate
1817,R07.9.1817,"Chest pain, unspecified (Variant #1817)",Cardiovascular,Severe
1818,E11.9.1818,Type 2 diabetes mellitus without complications (Variant #1818),Endocrine,Moderate
1819,M17.11.1819,"Unspecified primary osteoarthritis, right knee (Variant #1819)",Musculoskeletal,Moderate
1820,I10.1820,Essential (primary) hypertension (Variant #1820),Cardiovascular,Mild
1821,J18.9.1821,"Pneumonia, unspecified organism (Variant #1821)",Respiratory,Severe
1822,E11.9.1822,Type 2 diabetes mellitus without complications (Variant #1822),Endocrine,Moderate
1823,G40.909.1823,"Epilepsy, unspecified, not intractable (Variant #1823)",Neurology,Severe
1824,J06.9.1824,"Acute upper respiratory infection, unspecified (Variant #1824)",Respiratory,Mild
1825,J06.9.1825,"Acute upper respiratory infection, unspecified (Variant #1825)",Respiratory,Mild
1826,I25.10.1826,Atherosclerotic heart disease of native coronary artery (Variant #1826),Cardiovascular,Severe
1827,E78.5.1827,"Hyperlipidemia, unspecified (Variant #1827)",Endocrine,Mild
1828,I10.1828,Essential (primary) hypertension (Variant #1828),Cardiovascular,Mild
1829,G40.909.1829,"Epilepsy, unspecified, not intractable (Variant #1829)",Neurology,Severe
1830,M17.11.1830,"Unspecified primary osteoarthritis, right knee (Variant #1830)",Musculoskeletal,Moderate
1831,M17.11.1831,"Unspecified primary osteoarthritis, right knee (Variant #1831)",Musculoskeletal,Moderate
1832,J45.909.1832,"Unspecified asthma, uncomplicated (Variant #1832)",Respiratory,Moderate
1833,M17.11.1833,"Unspecified primary osteoarthritis, right knee (Variant #1833)",Musculoskeletal,Moderate
1834,R07.9.1834,"Chest pain, unspecified (Variant #1834)",Cardiovascular,Severe
1835,J45.909.1835,"Unspecified asthma, uncomplicated (Variant #1835)",Respiratory,Moderate
1836,C34.90.1836,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1836),Oncology,Critical
1837,C34.90.1837,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1837),Oncology,Critical
1838,R07.9.1838,"Chest pain, unspecified (Variant #1838)",Cardiovascular,Severe
1839,K21.9.1839,Gastro-esophageal reflux disease without esophagitis (Variant #1839),Gastrointestinal,Mild
1840,K21.9.1840,Gastro-esophageal reflux disease without esophagitis (Variant #1840),Gastrointestinal,Mild
1841,E11.9.1841,Type 2 diabetes mellitus without complications (Variant #1841),Endocrine,Moderate
1842,R07.9.1842,"Chest pain, unspecified (Variant #1842)",Cardiovascular,Severe
1843,M17.11.1843,"Unspecified primary osteoarthritis, right knee (Variant #1843)",Musculoskeletal,Moderate
1844,M54.5.1844,"Low back pain, unspecified (Variant #1844)",Musculoskeletal,Mild
1845,F41.1.1845,Generalized anxiety disorder (Variant #1845),Mental Health,Moderate
1846,E78.5.1846,"Hyperlipidemia, unspecified (Variant #1846)",Endocrine,Mild
1847,C34.90.1847,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1847),Oncology,Critical
1848,J45.909.1848,"Unspecified asthma, uncomplicated (Variant #1848)",Respiratory,Moderate
1849,M17.11.1849,"Unspecified primary osteoarthritis, right knee (Variant #1849)",Musculoskeletal,Moderate
1850,G40.909.1850,"Epilepsy, unspecified, not intractable (Variant #1850)",Neurology,Severe
1851,F41.1.1851,Generalized anxiety disorder (Variant #1851),Mental Health,Moderate
1852,M17.11.1852,"Unspecified primary osteoarthritis, right knee (Variant #1852)",Musculoskeletal,Moderate
1853,I25.10.1853,Atherosclerotic heart disease of native coronary artery (Variant #1853),Cardiovascular,Severe
1854,J45.909.1854,"Unspecified asthma, uncomplicated (Variant #1854)",Respiratory,Moderate
1855,E11.9.1855,Type 2 diabetes mellitus without complications (Variant #1855),Endocrine,Moderate
1856,E78.5.1856,"Hyperlipidemia, unspecified (Variant #1856)",Endocrine,Mild
1857,K21.9.1857,Gastro-esophageal reflux disease without esophagitis (Variant #1857),Gastrointestinal,Mild
1858,R07.9.1858,"Chest pain, unspecified (Variant #1858)",Cardiovascular,Severe
1859,M17.11.1859,"Unspecified primary osteoarthritis, right knee (Variant #1859)",Musculoskeletal,Moderate
1860,J06.9.1860,"Acute upper respiratory infection, unspecified (Variant #1860)",Respiratory,Mild
1861,M17.11.1861,"Unspecified primary osteoarthritis, right knee (Variant #1861)",Musculoskeletal,Moderate
1862,I10.1862,Essential (primary) hypertension (Variant #1862),Cardiovascular,Mild
1863,E11.9.1863,Type 2 diabetes mellitus without complications (Variant #1863),Endocrine,Moderate
1864,M17.11.1864,"Unspecified primary osteoarthritis, right knee (Variant #1864)",Musculoskeletal,Moderate
1865,J45.909.1865,"Unspecified asthma, uncomplicated (Variant #1865)",Respiratory,Moderate
1866,J06.9.1866,"Acute upper respiratory infection, unspecified (Variant #1866)",Respiratory,Mild
1867,I10.1867,Essential (primary) hypertension (Variant #1867),Cardiovascular,Mild
1868,R07.9.1868,"Chest pain, unspecified (Variant #1868)",Cardiovascular,Severe
1869,I10.1869,Essential (primary) hypertension (Variant #1869),Cardiovascular,Mild
1870,N39.0.1870,"Urinary tract infection, site not specified (Variant #1870)",Urological,Moderate
1871,J06.9.1871,"Acute upper respiratory infection, unspecified (Variant #1871)",Respiratory,Mild
1872,I10.1872,Essential (primary) hypertension (Variant #1872),Cardiovascular,Mild
1873,M17.11.1873,"Unspecified primary osteoarthritis, right knee (Variant #1873)",Musculoskeletal,Moderate
1874,M54.5.1874,"Low back pain, unspecified (Variant #1874)",Musculoskeletal,Mild
1875,J06.9.1875,"Acute upper respiratory infection, unspecified (Variant #1875)",Respiratory,Mild
1876,N39.0.1876,"Urinary tract infection, site not specified (Variant #1876)",Urological,Moderate
1877,G40.909.1877,"Epilepsy, unspecified, not intractable (Variant #1877)",Neurology,Severe
1878,C34.90.1878,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1878),Oncology,Critical
1879,J06.9.1879,"Acute upper respiratory infection, unspecified (Variant #1879)",Respiratory,Mild
1880,E78.5.1880,"Hyperlipidemia, unspecified (Variant #1880)",Endocrine,Mild
1881,C34.90.1881,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1881),Oncology,Critical
1882,M17.11.1882,"Unspecified primary osteoarthritis, right knee (Variant #1882)",Musculoskeletal,Moderate
1883,J45.909.1883,"Unspecified asthma, uncomplicated (Variant #1883)",Respiratory,Moderate
1884,N39.0.1884,"Urinary tract infection, site not specified (Variant #1884)",Urological,Moderate
1885,K21.9.1885,Gastro-esophageal reflux disease without esophagitis (Variant #1885),Gastrointestinal,Mild
1886,K21.9.1886,Gastro-esophageal reflux disease without esophagitis (Variant #1886),Gastrointestinal,Mild
1887,G40.909.1887,"Epilepsy, unspecified, not intractable (Variant #1887)",Neurology,Severe
1888,M54.5.1888,"Low back pain, unspecified (Variant #1888)",Musculoskeletal,Mild
1889,M17.11.1889,"Unspecified primary osteoarthritis, right knee (Variant #1889)",Musculoskeletal,Moderate
1890,R07.9.1890,"Chest pain, unspecified (Variant #1890)",Cardiovascular,Severe
1891,K21.9.1891,Gastro-esophageal reflux disease without esophagitis (Variant #1891),Gastrointestinal,Mild
1892,M54.5.1892,"Low back pain, unspecified (Variant #1892)",Musculoskeletal,Mild
1893,I25.10.1893,Atherosclerotic heart disease of native coronary artery (Variant #1893),Cardiovascular,Severe
1894,R07.9.1894,"Chest pain, unspecified (Variant #1894)",Cardiovascular,Severe
1895,G40.909.1895,"Epilepsy, unspecified, not intractable (Variant #1895)",Neurology,Severe
1896,G40.909.1896,"Epilepsy, unspecified, not intractable (Variant #1896)",Neurology,Severe
1897,F41.1.1897,Generalized anxiety disorder (Variant #1897),Mental Health,Moderate
1898,G40.909.1898,"Epilepsy, unspecified, not intractable (Variant #1898)",Neurology,Severe
1899,J06.9.1899,"Acute upper respiratory infection, unspecified (Variant #1899)",Respiratory,Mild
1900,K21.9.1900,Gastro-esophageal reflux disease without esophagitis (Variant #1900),Gastrointestinal,Mild
1901,I10.1901,Essential (primary) hypertension (Variant #1901),Cardiovascular,Mild
1902,M54.5.1902,"Low back pain, unspecified (Variant #1902)",Musculoskeletal,Mild
1903,I25.10.1903,Atherosclerotic heart disease of native coronary artery (Variant #1903),Cardiovascular,Severe
1904,K21.9.1904,Gastro-esophageal reflux disease without esophagitis (Variant #1904),Gastrointestinal,Mild
1905,N39.0.1905,"Urinary tract infection, site not specified (Variant #1905)",Urological,Moderate
1906,I25.10.1906,Atherosclerotic heart disease of native coronary artery (Variant #1906),Cardiovascular,Severe
1907,N39.0.1907,"Urinary tract infection, site not specified (Variant #1907)",Urological,Moderate
1908,J45.909.1908,"Unspecified asthma, uncomplicated (Variant #1908)",Respiratory,Moderate
1909,F41.1.1909,Generalized anxiety disorder (Variant #1909),Mental Health,Moderate
1910,J06.9.1910,"Acute upper respiratory infection, unspecified (Variant #1910)",Respiratory,Mild
1911,I25.10.1911,Atherosclerotic heart disease of native coronary artery (Variant #1911),Cardiovascular,Severe
1912,E78.5.1912,"Hyperlipidemia, unspecified (Variant #1912)",Endocrine,Mild
1913,J06.9.1913,"Acute upper respiratory infection, unspecified (Variant #1913)",Respiratory,Mild
1914,R07.9.1914,"Chest pain, unspecified (Variant #1914)",Cardiovascular,Severe
1915,J18.9.1915,"Pneumonia, unspecified organism (Variant #1915)",Respiratory,Severe
1916,I25.10.1916,Atherosclerotic heart disease of native coronary artery (Variant #1916),Cardiovascular,Severe
1917,I25.10.1917,Atherosclerotic heart disease of native coronary artery (Variant #1917),Cardiovascular,Severe
1918,E78.5.1918,"Hyperlipidemia, unspecified (Variant #1918)",Endocrine,Mild
1919,G40.909.1919,"Epilepsy, unspecified, not intractable (Variant #1919)",Neurology,Severe
1920,M54.5.1920,"Low back pain, unspecified (Variant #1920)",Musculoskeletal,Mild
1921,R07.9.1921,"Chest pain, unspecified (Variant #1921)",Cardiovascular,Severe
1922,F41.1.1922,Generalized anxiety disorder (Variant #1922),Mental Health,Moderate
1923,G40.909.1923,"Epilepsy, unspecified, not intractable (Variant #1923)",Neurology,Severe
1924,I10.1924,Essential (primary) hypertension (Variant #1924),Cardiovascular,Mild
1925,N39.0.1925,"Urinary tract infection, site not specified (Variant #1925)",Urological,Moderate
1926,G40.909.1926,"Epilepsy, unspecified, not intractable (Variant #1926)",Neurology,Severe
1927,I25.10.1927,Atherosclerotic heart disease of native coronary artery (Variant #1927),Cardiovascular,Severe
1928,E78.5.1928,"Hyperlipidemia, unspecified (Variant #1928)",Endocrine,Mild
1929,M54.5.1929,"Low back pain, unspecified (Variant #1929)",Musculoskeletal,Mild
1930,R07.9.1930,"Chest pain, unspecified (Variant #1930)",Cardiovascular,Severe
1931,R07.9.1931,"Chest pain, unspecified (Variant #1931)",Cardiovascular,Severe
1932,C34.90.1932,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1932),Oncology,Critical
1933,G40.909.1933,"Epilepsy, unspecified, not intractable (Variant #1933)",Neurology,Severe
1934,J45.909.1934,"Unspecified asthma, uncomplicated (Variant #1934)",Respiratory,Moderate
1935,K21.9.1935,Gastro-esophageal reflux disease without esophagitis (Variant #1935),Gastrointestinal,Mild
1936,J06.9.1936,"Acute upper respiratory infection, unspecified (Variant #1936)",Respiratory,Mild
1937,M54.5.1937,"Low back pain, unspecified (Variant #1937)",Musculoskeletal,Mild
1938,E78.5.1938,"Hyperlipidemia, unspecified (Variant #1938)",Endocrine,Mild
1939,I25.10.1939,Atherosclerotic heart disease of native coronary artery (Variant #1939),Cardiovascular,Severe
1940,C34.90.1940,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1940),Oncology,Critical
1941,C34.90.1941,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1941),Oncology,Critical
1942,R07.9.1942,"Chest pain, unspecified (Variant #1942)",Cardiovascular,Severe
1943,N39.0.1943,"Urinary tract infection, site not specified (Variant #1943)",Urological,Moderate
1944,M54.5.1944,"Low back pain, unspecified (Variant #1944)",Musculoskeletal,Mild
1945,F41.1.1945,Generalized anxiety disorder (Variant #1945),Mental Health,Moderate
1946,E11.9.1946,Type 2 diabetes mellitus without complications (Variant #1946),Endocrine,Moderate
1947,R07.9.1947,"Chest pain, unspecified (Variant #1947)",Cardiovascular,Severe
1948,J06.9.1948,"Acute upper respiratory infection, unspecified (Variant #1948)",Respiratory,Mild
1949,M17.11.1949,"Unspecified primary osteoarthritis, right knee (Variant #1949)",Musculoskeletal,Moderate
1950,M17.11.1950,"Unspecified primary osteoarthritis, right knee (Variant #1950)",Musculoskeletal,Moderate
1951,N39.0.1951,"Urinary tract infection, site not specified (Variant #1951)",Urological,Moderate
1952,R07.9.1952,"Chest pain, unspecified (Variant #1952)",Cardiovascular,Severe
1953,I25.10.1953,Atherosclerotic heart disease of native coronary artery (Variant #1953),Cardiovascular,Severe
1954,M17.11.1954,"Unspecified primary osteoarthritis, right knee (Variant #1954)",Musculoskeletal,Moderate
1955,J45.909.1955,"Unspecified asthma, uncomplicated (Variant #1955)",Respiratory,Moderate
1956,C34.90.1956,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1956),Oncology,Critical
1957,I25.10.1957,Atherosclerotic heart disease of native coronary artery (Variant #1957),Cardiovascular,Severe
1958,M17.11.1958,"Unspecified primary osteoarthritis, right knee (Variant #1958)",Musculoskeletal,Moderate
1959,C34.90.1959,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1959),Oncology,Critical
1960,J45.909.1960,"Unspecified asthma, uncomplicated (Variant #1960)",Respiratory,Moderate
1961,K21.9.1961,Gastro-esophageal reflux disease without esophagitis (Variant #1961),Gastrointestinal,Mild
1962,C34.90.1962,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1962),Oncology,Critical
1963,K21.9.1963,Gastro-esophageal reflux disease without esophagitis (Variant #1963),Gastrointestinal,Mild
1964,M17.11.1964,"Unspecified primary osteoarthritis, right knee (Variant #1964)",Musculoskeletal,Moderate
1965,R07.9.1965,"Chest pain, unspecified (Variant #1965)",Cardiovascular,Severe
1966,F41.1.1966,Generalized anxiety disorder (Variant #1966),Mental Health,Moderate
1967,G40.909.1967,"Epilepsy, unspecified, not intractable (Variant #1967)",Neurology,Severe
1968,F41.1.1968,Generalized anxiety disorder (Variant #1968),Mental Health,Moderate
1969,E11.9.1969,Type 2 diabetes mellitus without complications (Variant #1969),Endocrine,Moderate
1970,J45.909.1970,"Unspecified asthma, uncomplicated (Variant #1970)",Respiratory,Moderate
1971,J06.9.1971,"Acute upper respiratory infection, unspecified (Variant #1971)",Respiratory,Mild
1972,I10.1972,Essential (primary) hypertension (Variant #1972),Cardiovascular,Mild
1973,N39.0.1973,"Urinary tract infection, site not specified (Variant #1973)",Urological,Moderate
1974,I10.1974,Essential (primary) hypertension (Variant #1974),Cardiovascular,Mild
1975,K21.9.1975,Gastro-esophageal reflux disease without esophagitis (Variant #1975),Gastrointestinal,Mild
1976,M17.11.1976,"Unspecified primary osteoarthritis, right knee (Variant #1976)",Musculoskeletal,Moderate
1977,E78.5.1977,"Hyperlipidemia, unspecified (Variant #1977)",Endocrine,Mild
1978,M54.5.1978,"Low back pain, unspecified (Variant #1978)",Musculoskeletal,Mild
1979,I25.10.1979,Atherosclerotic heart disease of native coronary artery (Variant #1979),Cardiovascular,Severe
1980,J18.9.1980,"Pneumonia, unspecified organism (Variant #1980)",Respiratory,Severe
1981,M17.11.1981,"Unspecified primary osteoarthritis, right knee (Variant #1981)",Musculoskeletal,Moderate
1982,E78.5.1982,"Hyperlipidemia, unspecified (Variant #1982)",Endocrine,Mild
1983,G40.909.1983,"Epilepsy, unspecified, not intractable (Variant #1983)",Neurology,Severe
1984,J45.909.1984,"Unspecified asthma, uncomplicated (Variant #1984)",Respiratory,Moderate
1985,M54.5.1985,"Low back pain, unspecified (Variant #1985)",Musculoskeletal,Mild
1986,I10.1986,Essential (primary) hypertension (Variant #1986),Cardiovascular,Mild
1987,R07.9.1987,"Chest pain, unspecified (Variant #1987)",Cardiovascular,Severe
1988,R07.9.1988,"Chest pain, unspecified (Variant #1988)",Cardiovascular,Severe
1989,M17.11.1989,"Unspecified primary osteoarthritis, right knee (Variant #1989)",Musculoskeletal,Moderate
1990,K21.9.1990,Gastro-esophageal reflux disease without esophagitis (Variant #1990),Gastrointestinal,Mild
1991,C34.90.1991,Malignant neoplasm of unspecified part of bronchus or lung (Variant #1991),Oncology,Critical
1992,K21.9.1992,Gastro-esophageal reflux disease without esophagitis (Variant #1992),Gastrointestinal,Mild
